id,date,heure,fournisseur,montant,categorie,validateur
T0636,2025-05-07,15:00,Imprimerie Centrale Yaoundé,1356260,fournitures,M. Tchamba P.
T0637,2025-06-24,17:15,ENEO,490860,energie,M. Tchamba P.
T0638,2025-12-03,12:00,Orange Cameroun,750790,telecom,Mme. Bekolo A.
T0639,2025-07-22,12:00,Holdings Afrique Centrale,907920,investissement,M. Abena N.
T0640,2025-12-30,09:00,Cabinet Me Nkodo,1421630,services,M. Abena N.
T0641,2025-03-18,17:30,CAMTEL,360540,telecom,M. Abena N.
T0642,2025-03-05,09:00,Paie personnel — RH interne,1856490,salaires,M. Tchamba P.
T0643,2025-07-16,09:00,Total Energies CM,550440,transport,Mme. Bekolo A.
T0644,2025-09-22,09:00,Nettoyage Propre-Tech,1018830,services,Mme. Bekolo A.
T0645,2025-11-24,12:30,Maintenance Bureautique SARL,916240,services,Mme. Fotso K.
T0646,2025-10-14,08:15,Paie personnel — RH interne,1077730,salaires,M. Nguema J.
T0647,2025-03-31,15:00,Agence Voyages Cameroun Express,379570,transport,Mme. Fotso K.
T0648,2025-12-05,16:00,Paie personnel — RH interne,1856870,salaires,Mme. Fotso K.
T0649,2025-11-25,11:15,Paie personnel — RH interne,1150000,salaires,M. Abena N.
T0650,2025-11-25,08:15,SABC Distribution,2072640,fournitures,M. Abena N.
T0651,2025-06-23,11:30,CDE,698780,energie,M. Nguema J.
T0652,2025-06-11,08:15,CAMTEL,2415470,telecom,Mme. Bekolo A.
T0653,2025-10-22,09:15,Total Energies CM,1561730,transport,Mme. Etoa L.
T0654,2025-09-09,11:30,Nettoyage Propre-Tech,2284630,services,Mme. Etoa L.
T0655,2025-06-26,09:00,MTN Cameroun,301560,telecom,Mme. Etoa L.
T0656,2025-04-18,14:30,Paie personnel — RH interne,1385310,salaires,Mme. Etoa L.
T0657,2025-11-27,10:45,Paie personnel — RH interne,652420,salaires,Mme. Etoa L.
T0658,2025-07-04,14:15,Orange Cameroun,1764780,telecom,Mme. Etoa L.
T0659,2025-09-25,11:30,Promoteur Immobilier Littoral,1905510,immobilier,Mme. Fotso K.
T0660,2025-09-19,14:00,Agence Foncière du Centre,1257120,immobilier,M. Tchamba P.
T0661,2025-06-12,15:45,ENEO,1360310,energie,Mme. Bekolo A.
T0662,2025-07-14,08:15,Paie personnel — RH interne,329760,salaires,M. Abena N.
T0663,2025-12-29,14:15,SNH Cameroun,1566630,energie,Mme. Etoa L.
T0664,2025-09-08,13:15,Boulangerie Le Pain du Quartier,694700,fournitures,Mme. Etoa L.
T0665,2025-01-30,16:45,Imprimerie Centrale Yaoundé,1721700,fournitures,M. Nguema J.
T0666,2025-08-27,16:30,CDE,543990,energie,M. Nguema J.
T0667,2025-08-14,13:15,Holdings Afrique Centrale,222580,investissement,Mme. Etoa L.
T0668,2025-08-13,16:45,ENEO,2320980,energie,Mme. Etoa L.
T0669,2025-04-14,16:45,ENEO,628200,energie,M. Abena N.
T0670,2025-03-04,09:00,Total Energies CM,2487330,transport,Mme. Etoa L.
T0671,2025-05-29,09:45,Agence Foncière du Centre,104890,immobilier,M. Tchamba P.
T0672,2025-12-29,13:45,SABC Distribution,58710,fournitures,Mme. Fotso K.
T0673,2025-03-12,09:15,Paie personnel — RH interne,1817920,salaires,Mme. Etoa L.
T0674,2025-06-10,13:30,SNH Cameroun,574910,energie,Mme. Fotso K.
T0675,2025-10-08,08:00,Boulangerie Le Pain du Quartier,288120,fournitures,Mme. Etoa L.
T0676,2025-11-12,12:30,CDE,1062140,energie,Mme. Bekolo A.
T0677,2025-02-12,14:45,Paie personnel — RH interne,1094980,salaires,Mme. Bekolo A.
T0678,2025-10-01,16:00,Promoteur Immobilier Littoral,1397600,immobilier,M. Abena N.
T0679,2025-02-12,12:45,GLOBAL INVEST LTD,1066930,investissement,M. Abena N.
T0680,2025-05-23,15:30,CDE,679790,energie,M. Tchamba P.
T0681,2025-05-09,10:00,MTN Cameroun,116340,telecom,M. Abena N.
T0682,2025-10-10,09:15,Maintenance Bureautique SARL,927460,services,M. Nguema J.
T0683,2025-03-27,09:15,Holdings Afrique Centrale,259650,investissement,Mme. Fotso K.
T0684,2025-11-11,17:00,Imprimerie Centrale Yaoundé,2191150,fournitures,M. Abena N.
T0685,2025-05-21,17:00,Holdings Afrique Centrale,1456190,investissement,M. Abena N.
T0686,2025-01-22,09:15,ENEO,2157100,energie,M. Abena N.
T0687,2025-03-18,16:15,Cabinet Me Nkodo,250240,services,M. Nguema J.
T0688,2025-04-28,11:45,Agence Foncière du Centre,1428580,immobilier,M. Tchamba P.
T0689,2025-12-19,12:15,Imprimerie Centrale Yaoundé,744460,fournitures,M. Abena N.
T0690,2025-12-05,12:00,Holdings Afrique Centrale,2241960,investissement,Mme. Fotso K.
T0691,2025-01-13,17:00,Cabinet Me Nkodo,251610,services,M. Nguema J.
T0692,2025-01-28,13:15,ETS Mendong Fournitures,1730230,fournitures,Mme. Etoa L.
T0693,2025-08-27,09:15,ENEO,1712230,energie,M. Abena N.
T0694,2025-12-22,10:45,Boulangerie Le Pain du Quartier,1729100,fournitures,Mme. Fotso K.
T0695,2025-03-26,15:15,Paie personnel — RH interne,2197270,salaires,Mme. Etoa L.
T0696,2025-05-26,14:45,Nettoyage Propre-Tech,307410,services,Mme. Fotso K.
T0697,2025-11-27,09:15,Holdings Afrique Centrale,116850,investissement,Mme. Bekolo A.
T0698,2025-01-22,15:30,GLOBAL INVEST LTD,1306040,investissement,M. Nguema J.
T0699,2025-12-29,15:45,Promoteur Immobilier Littoral,1800130,immobilier,Mme. Bekolo A.
T0700,2025-10-01,13:00,CDE,1899780,energie,M. Tchamba P.
T0701,2025-08-11,14:00,MTN Cameroun,945650,telecom,Mme. Bekolo A.
T0702,2025-02-28,17:15,Agence Foncière du Centre,2440580,immobilier,Mme. Fotso K.
T0703,2025-08-25,09:00,Paie personnel — RH interne,2262720,salaires,Mme. Fotso K.
T0704,2025-01-22,16:00,SNH Cameroun,700450,energie,M. Abena N.
T0705,2025-05-19,10:15,Imprimerie Centrale Yaoundé,725000,fournitures,M. Nguema J.
T0706,2025-04-08,14:45,Orange Cameroun,2198910,telecom,M. Nguema J.
T0707,2025-10-02,11:45,Cabinet Me Nkodo,1082750,services,M. Abena N.
T0708,2025-11-11,16:00,Total Energies CM,1723710,transport,M. Abena N.
T0709,2025-03-10,13:00,SNH Cameroun,990120,energie,M. Abena N.
T0710,2025-03-18,08:15,Boulangerie Le Pain du Quartier,1223100,fournitures,Mme. Etoa L.
T0711,2025-07-24,12:15,Promoteur Immobilier Littoral,1002880,immobilier,Mme. Etoa L.
T0712,2025-11-05,16:30,Imprimerie Centrale Yaoundé,2261810,fournitures,M. Tchamba P.
T0713,2025-11-26,10:45,CAMTEL,2048900,telecom,Mme. Fotso K.
T0714,2025-07-16,14:30,Promoteur Immobilier Littoral,309970,immobilier,M. Nguema J.
T0715,2025-04-23,12:45,Agence Voyages Cameroun Express,1999290,transport,Mme. Etoa L.
T0716,2025-08-15,12:15,Agence Foncière du Centre,780090,immobilier,Mme. Fotso K.
T0717,2025-08-11,10:15,CDE,1984720,energie,Mme. Fotso K.
T0718,2025-04-23,08:00,Total Energies CM,253340,transport,M. Abena N.
T0719,2025-09-02,08:30,Taxi Union Douala,843250,transport,Mme. Fotso K.
T0720,2025-10-24,16:00,Taxi Union Douala,1294580,transport,M. Abena N.
T0721,2025-06-12,15:00,Paie personnel — RH interne,292400,salaires,Mme. Bekolo A.
T0722,2025-11-14,08:00,Agence Foncière du Centre,867400,immobilier,Mme. Fotso K.
T0723,2025-08-22,17:15,Cabinet Me Nkodo,2430650,services,M. Abena N.
T0724,2025-03-25,12:30,Holdings Afrique Centrale,1972580,investissement,Mme. Fotso K.
T0725,2025-01-22,12:00,Boulangerie Le Pain du Quartier,1437460,fournitures,Mme. Etoa L.
T0726,2025-09-10,10:15,Holdings Afrique Centrale,1200980,investissement,M. Abena N.
T0727,2025-06-02,17:45,Maintenance Bureautique SARL,622570,services,M. Nguema J.
T0728,2025-04-03,10:45,Nettoyage Propre-Tech,296450,services,Mme. Bekolo A.
T0729,2025-10-13,17:15,Taxi Union Douala,383970,transport,Mme. Etoa L.
T0730,2025-10-21,11:45,Agence Foncière du Centre,1234800,immobilier,Mme. Etoa L.
T0731,2025-05-23,17:30,CAMTEL,1453640,telecom,M. Nguema J.
T0732,2025-05-26,15:15,Agence Voyages Cameroun Express,2199440,transport,M. Tchamba P.
T0733,2025-06-10,13:30,Paie personnel — RH interne,1111190,salaires,Mme. Bekolo A.
T0734,2025-01-09,15:30,ENEO,1293070,energie,M. Tchamba P.
T0735,2025-01-23,09:30,GLOBAL INVEST LTD,59720,investissement,M. Abena N.
T0736,2025-12-18,13:30,Paie personnel — RH interne,262070,salaires,M. Tchamba P.
T0737,2025-04-01,12:00,Agence Foncière du Centre,715950,immobilier,M. Abena N.
T0738,2025-12-31,15:15,Imprimerie Centrale Yaoundé,2120830,fournitures,M. Nguema J.
T0739,2025-03-04,11:45,Agence Voyages Cameroun Express,2056850,transport,Mme. Bekolo A.
T0740,2025-10-31,11:00,Taxi Union Douala,1253700,transport,Mme. Bekolo A.
T0741,2025-05-30,16:30,Imprimerie Centrale Yaoundé,1719540,fournitures,Mme. Etoa L.
T0742,2025-12-24,17:15,Holdings Afrique Centrale,1816890,investissement,M. Abena N.
T0743,2025-08-21,13:15,GLOBAL INVEST LTD,1221650,investissement,M. Abena N.
T0744,2025-07-29,10:15,MTN Cameroun,1734830,telecom,Mme. Etoa L.
T0745,2025-09-16,17:45,CAMTEL,1259000,telecom,Mme. Etoa L.
T0746,2025-11-03,12:15,CAMTEL,1196460,telecom,M. Nguema J.
T0747,2025-06-17,14:15,Orange Cameroun,833350,telecom,M. Nguema J.
T0748,2025-12-04,16:45,Paie personnel — RH interne,792360,salaires,Mme. Bekolo A.
T0749,2025-12-23,15:45,Imprimerie Centrale Yaoundé,2214830,fournitures,Mme. Bekolo A.
T0750,2025-10-23,13:45,Promoteur Immobilier Littoral,1768040,immobilier,M. Abena N.
T0751,2025-03-03,12:15,Orange Cameroun,1711720,telecom,Mme. Bekolo A.
T0752,2025-03-24,16:00,Cabinet Me Nkodo,1241910,services,Mme. Etoa L.
T0753,2025-07-15,14:45,Maintenance Bureautique SARL,1299890,services,M. Nguema J.
T0754,2025-01-30,08:30,Nettoyage Propre-Tech,915480,services,M. Tchamba P.
T0755,2025-10-24,14:15,Orange Cameroun,165640,telecom,M. Tchamba P.
T0756,2025-10-14,11:00,Paie personnel — RH interne,841060,salaires,M. Tchamba P.
T0757,2025-09-15,14:30,Imprimerie Centrale Yaoundé,231510,fournitures,M. Tchamba P.
T0758,2025-07-03,12:30,CAMTEL,660780,telecom,M. Nguema J.
T0759,2025-10-10,10:00,Paie personnel — RH interne,282160,salaires,Mme. Etoa L.
T0760,2025-02-19,13:45,SABC Distribution,754670,fournitures,M. Abena N.
T0761,2025-01-28,17:00,CDE,1953100,energie,Mme. Fotso K.
T0762,2025-02-18,16:15,CAMTEL,1949980,telecom,Mme. Bekolo A.
T0763,2025-04-08,13:45,GLOBAL INVEST LTD,2157170,investissement,M. Tchamba P.
T0764,2025-02-11,15:00,Nettoyage Propre-Tech,2219530,services,M. Tchamba P.
T0765,2025-08-28,15:45,Paie personnel — RH interne,2118690,salaires,Mme. Etoa L.
T0766,2025-06-26,11:45,Cabinet Me Nkodo,2110450,services,Mme. Fotso K.
T0767,2025-05-15,15:30,GLOBAL INVEST LTD,2458970,investissement,M. Nguema J.
T0768,2025-12-26,10:00,Agence Voyages Cameroun Express,1658320,transport,Mme. Etoa L.
T0769,2025-08-28,09:45,SNH Cameroun,1288000,energie,Mme. Bekolo A.
T0770,2025-06-10,09:00,Paie personnel — RH interne,1321040,salaires,M. Abena N.
T0771,2025-02-14,11:30,Total Energies CM,23080,transport,M. Abena N.
T0772,2025-12-01,10:45,MTN Cameroun,653540,telecom,M. Abena N.
T0773,2025-11-27,14:45,SNH Cameroun,1319320,energie,M. Tchamba P.
T0774,2025-04-30,14:30,Agence Foncière du Centre,2225460,immobilier,Mme. Bekolo A.
T0775,2025-09-22,13:15,MTN Cameroun,453050,telecom,M. Abena N.
T0776,2025-10-08,14:00,SNH Cameroun,1365550,energie,M. Abena N.
T0777,2025-10-17,11:15,CDE,1245000,energie,M. Abena N.
T0778,2025-07-08,15:30,Agence Foncière du Centre,1131910,immobilier,M. Abena N.
T0779,2025-06-19,14:15,Agence Voyages Cameroun Express,1650880,transport,M. Abena N.
T0780,2025-04-17,16:45,Total Energies CM,1763230,transport,Mme. Fotso K.
T0781,2025-11-04,13:45,CDE,983900,energie,M. Abena N.
T0782,2025-01-07,12:45,Paie personnel — RH interne,1605970,salaires,M. Abena N.
T0783,2025-04-08,17:00,Paie personnel — RH interne,1534330,salaires,M. Tchamba P.
T0784,2025-05-02,12:15,Paie personnel — RH interne,2147260,salaires,Mme. Etoa L.
T0785,2025-07-15,16:30,Total Energies CM,765520,transport,Mme. Bekolo A.
T0786,2025-07-08,16:00,ENEO,227650,energie,M. Abena N.
T0787,2025-01-29,09:30,Orange Cameroun,2477050,telecom,M. Abena N.
T0788,2025-04-23,09:30,Paie personnel — RH interne,1521440,salaires,M. Abena N.
T0789,2025-02-04,09:00,Total Energies CM,2178220,transport,Mme. Bekolo A.
T0790,2025-10-15,11:45,Maintenance Bureautique SARL,1409720,services,M. Abena N.
T0791,2025-08-05,08:00,Imprimerie Centrale Yaoundé,699240,fournitures,Mme. Fotso K.
T0792,2025-01-15,12:30,Cabinet Me Nkodo,2266800,services,Mme. Bekolo A.
T0793,2025-07-29,16:00,Maintenance Bureautique SARL,50850,services,Mme. Fotso K.
T0794,2025-11-24,12:45,Taxi Union Douala,1699440,transport,Mme. Fotso K.
T0795,2025-04-25,08:15,Paie personnel — RH interne,1645360,salaires,M. Tchamba P.
T0796,2025-07-18,17:30,SABC Distribution,2083020,fournitures,Mme. Etoa L.
T0797,2025-11-26,17:00,Cabinet Me Nkodo,1903910,services,Mme. Fotso K.
T0798,2025-12-05,17:15,Maintenance Bureautique SARL,1882670,services,M. Nguema J.
T0799,2025-05-09,11:45,CAMTEL,942330,telecom,Mme. Bekolo A.
T0800,2025-07-25,13:00,Taxi Union Douala,2401000,transport,M. Tchamba P.
T0801,2025-06-17,14:30,CAMTEL,919360,telecom,M. Tchamba P.
T0802,2025-09-22,13:45,Cabinet Me Nkodo,2003440,services,M. Tchamba P.
T0803,2025-01-07,10:30,Paie personnel — RH interne,1544970,salaires,Mme. Etoa L.
T0804,2025-04-30,08:15,Nettoyage Propre-Tech,2140290,services,M. Tchamba P.
T0805,2025-10-21,15:15,ENEO,385980,energie,M. Nguema J.
T0806,2025-04-11,14:00,GLOBAL INVEST LTD,1151820,investissement,M. Nguema J.
T0807,2025-06-10,12:15,Paie personnel — RH interne,474260,salaires,Mme. Bekolo A.
T0808,2025-11-28,09:15,Maintenance Bureautique SARL,1906970,services,M. Abena N.
T0809,2025-03-06,15:00,ETS Mendong Fournitures,2329700,fournitures,Mme. Fotso K.
T0810,2025-03-06,15:00,CDE,963920,energie,Mme. Fotso K.
T0811,2025-04-29,11:15,Holdings Afrique Centrale,1075340,investissement,M. Tchamba P.
T0812,2025-01-06,15:15,GLOBAL INVEST LTD,1343970,investissement,Mme. Bekolo A.
T0813,2025-08-05,13:30,Agence Voyages Cameroun Express,532320,transport,Mme. Bekolo A.
T0814,2025-07-02,08:45,GLOBAL INVEST LTD,1358050,investissement,M. Tchamba P.
T0815,2025-01-08,10:30,Agence Foncière du Centre,2405220,immobilier,Mme. Etoa L.
T0816,2025-12-23,16:45,Nettoyage Propre-Tech,645940,services,M. Tchamba P.
T0817,2025-05-05,08:15,Promoteur Immobilier Littoral,2365060,immobilier,Mme. Fotso K.
T0818,2025-08-05,10:45,Paie personnel — RH interne,302340,salaires,Mme. Etoa L.
T0819,2025-07-03,12:15,Total Energies CM,1738760,transport,M. Nguema J.
T0820,2025-01-13,15:00,Boulangerie Le Pain du Quartier,1224250,fournitures,M. Abena N.
T0821,2025-04-29,11:00,Total Energies CM,1481810,transport,Mme. Bekolo A.
T0822,2025-03-13,09:30,CAMTEL,1796310,telecom,Mme. Fotso K.
T0823,2025-02-27,17:45,Holdings Afrique Centrale,338450,investissement,Mme. Bekolo A.
T0824,2025-07-25,14:45,SABC Distribution,1131550,fournitures,Mme. Etoa L.
T0825,2025-06-03,16:30,Cabinet Me Nkodo,36160,services,Mme. Bekolo A.
T0826,2025-09-03,12:30,MTN Cameroun,2000840,telecom,Mme. Etoa L.
T0827,2025-06-09,10:15,Agence Foncière du Centre,1017340,immobilier,Mme. Fotso K.
T0828,2025-09-11,11:00,CDE,2304710,energie,M. Abena N.
T0829,2025-12-24,14:15,Orange Cameroun,457400,telecom,M. Abena N.
T0830,2025-02-05,15:15,Imprimerie Centrale Yaoundé,1619820,fournitures,Mme. Bekolo A.
T0831,2025-07-18,13:30,Orange Cameroun,79650,telecom,M. Abena N.
T0832,2025-05-12,16:30,Nettoyage Propre-Tech,1832890,services,Mme. Etoa L.
T0833,2025-08-27,17:30,Paie personnel — RH interne,967750,salaires,M. Abena N.
T0834,2025-10-20,17:45,Total Energies CM,1013030,transport,Mme. Etoa L.
T0835,2025-12-24,16:45,Paie personnel — RH interne,958600,salaires,Mme. Etoa L.
T0836,2025-01-28,12:45,Promoteur Immobilier Littoral,685910,immobilier,Mme. Fotso K.
T0837,2025-02-27,08:45,Total Energies CM,76460,transport,Mme. Fotso K.
T0838,2025-03-04,15:30,Paie personnel — RH interne,1867350,salaires,M. Tchamba P.
T0839,2025-12-11,13:45,Agence Foncière du Centre,679360,immobilier,Mme. Fotso K.
T0840,2025-07-11,10:45,Paie personnel — RH interne,284930,salaires,M. Abena N.
T0841,2025-05-02,10:45,CAMTEL,2003920,telecom,Mme. Fotso K.
T0842,2025-02-10,17:30,Taxi Union Douala,449440,transport,M. Nguema J.
T0843,2025-10-13,17:15,Nettoyage Propre-Tech,1764690,services,Mme. Etoa L.
T0844,2025-09-24,11:00,Imprimerie Centrale Yaoundé,1357280,fournitures,M. Nguema J.
T0845,2025-06-04,10:30,Total Energies CM,398700,transport,M. Tchamba P.
T0846,2025-02-06,16:45,MTN Cameroun,754960,telecom,M. Tchamba P.
T0847,2025-02-17,08:15,Boulangerie Le Pain du Quartier,2142220,fournitures,Mme. Bekolo A.
T0848,2025-12-22,15:15,Paie personnel — RH interne,1347850,salaires,M. Tchamba P.
T0849,2025-05-21,11:30,Cabinet Me Nkodo,705990,services,Mme. Etoa L.
T0850,2025-11-19,15:15,Cabinet Me Nkodo,2356520,services,Mme. Bekolo A.
T0851,2025-07-04,14:45,Paie personnel — RH interne,253980,salaires,M. Tchamba P.
T0852,2025-05-19,09:15,Holdings Afrique Centrale,368910,investissement,Mme. Etoa L.
T0853,2025-02-06,16:15,MTN Cameroun,1156850,telecom,Mme. Etoa L.
T0854,2025-11-28,09:45,Paie personnel — RH interne,1253640,salaires,Mme. Etoa L.
T0855,2025-12-15,11:45,GLOBAL INVEST LTD,391200,investissement,M. Nguema J.
T0856,2025-04-23,08:30,MTN Cameroun,257280,telecom,Mme. Etoa L.
T0857,2025-11-24,11:30,Imprimerie Centrale Yaoundé,2337320,fournitures,M. Nguema J.
T0858,2025-06-04,16:45,Maintenance Bureautique SARL,2413150,services,Mme. Bekolo A.
T0859,2025-12-31,11:30,SABC Distribution,1638250,fournitures,M. Abena N.
T0860,2025-10-22,17:00,Paie personnel — RH interne,1418860,salaires,Mme. Bekolo A.
T0861,2025-12-26,10:00,CAMTEL,721470,telecom,M. Abena N.
T0862,2025-05-26,11:00,Papeterie du Centre,2110650,fournitures,M. Tchamba P.
T0863,2025-08-08,11:45,Promoteur Immobilier Littoral,1112300,immobilier,M. Tchamba P.
T0864,2025-12-16,11:30,Agence Foncière du Centre,606710,immobilier,Mme. Etoa L.
T0865,2025-06-12,13:00,Imprimerie Centrale Yaoundé,384050,fournitures,M. Tchamba P.
T0866,2025-07-11,11:00,Promoteur Immobilier Littoral,1324530,immobilier,M. Abena N.
T0867,2025-01-15,09:00,Paie personnel — RH interne,2374710,salaires,Mme. Bekolo A.
T0868,2025-08-07,12:15,Paie personnel — RH interne,347350,salaires,M. Tchamba P.
T0869,2025-12-17,10:45,Paie personnel — RH interne,2010150,salaires,Mme. Etoa L.
T0870,2025-06-11,12:30,MTN Cameroun,493930,telecom,Mme. Etoa L.
T0871,2025-01-29,11:15,Paie personnel — RH interne,977630,salaires,M. Tchamba P.
T0872,2025-07-03,15:30,Boulangerie Le Pain du Quartier,393810,fournitures,M. Tchamba P.
T0873,2025-02-05,08:00,Total Energies CM,1024040,transport,M. Abena N.
T0874,2025-04-07,16:15,MTN Cameroun,144460,telecom,M. Tchamba P.
T0875,2025-10-31,14:45,Agence Voyages Cameroun Express,35210,transport,Mme. Fotso K.
T0876,2025-04-11,16:30,CDE,528400,energie,M. Tchamba P.
T0877,2025-12-23,16:15,Agence Voyages Cameroun Express,2474860,transport,Mme. Fotso K.
T0878,2025-03-24,15:45,Boulangerie Le Pain du Quartier,2307090,fournitures,M. Abena N.
T0879,2025-02-25,15:45,Orange Cameroun,191980,telecom,Mme. Fotso K.
T0880,2025-03-17,14:45,MTN Cameroun,859080,telecom,M. Nguema J.
T0881,2025-06-30,15:15,Promoteur Immobilier Littoral,1237400,immobilier,M. Nguema J.
T0882,2025-07-03,12:15,Promoteur Immobilier Littoral,381160,immobilier,Mme. Etoa L.
T0883,2025-02-14,09:45,ENEO,744950,energie,M. Abena N.
T0884,2025-05-23,08:45,Holdings Afrique Centrale,1022530,investissement,M. Tchamba P.
T0885,2025-07-11,17:00,CDE,1336570,energie,M. Abena N.
T0886,2025-06-24,09:30,Maintenance Bureautique SARL,1791610,services,Mme. Etoa L.
T0887,2025-01-10,15:30,ENEO,1726550,energie,Mme. Etoa L.
T0888,2025-03-07,10:15,ENEO,1270280,energie,Mme. Fotso K.
T0889,2025-07-28,09:45,Paie personnel — RH interne,132170,salaires,Mme. Bekolo A.
T0890,2025-05-01,12:15,Paie personnel — RH interne,826500,salaires,M. Abena N.
T0891,2025-01-31,13:30,Promoteur Immobilier Littoral,2091620,immobilier,M. Abena N.
T0892,2025-07-14,13:45,Orange Cameroun,2358080,telecom,M. Nguema J.
T0893,2025-04-17,10:45,ENEO,1660910,energie,Mme. Bekolo A.
T0894,2025-05-16,09:00,ENEO,2277590,energie,M. Tchamba P.
T0895,2025-01-23,10:15,Orange Cameroun,354740,telecom,Mme. Fotso K.
T0896,2025-01-07,15:00,Paie personnel — RH interne,1637480,salaires,M. Nguema J.
T0897,2025-02-24,10:15,Papeterie du Centre,1502940,fournitures,Mme. Etoa L.
T0898,2025-05-30,11:00,GLOBAL INVEST LTD,108920,investissement,Mme. Fotso K.
T0899,2025-02-18,08:00,Paie personnel — RH interne,582790,salaires,Mme. Bekolo A.
T0900,2025-11-25,12:00,SNH Cameroun,2373900,energie,M. Abena N.
T0901,2025-11-17,14:00,MTN Cameroun,433930,telecom,M. Abena N.
T0902,2025-02-24,10:15,Taxi Union Douala,1138500,transport,Mme. Etoa L.
T0903,2025-11-19,08:00,Nettoyage Propre-Tech,1051920,services,Mme. Bekolo A.
T0904,2025-01-27,11:30,Holdings Afrique Centrale,2260340,investissement,M. Tchamba P.
T0905,2025-09-15,08:00,ETS Mendong Fournitures,2133560,fournitures,M. Tchamba P.
T0906,2025-01-09,17:45,SNH Cameroun,439080,energie,Mme. Bekolo A.
T0907,2025-07-04,08:15,Cabinet Me Nkodo,474410,services,Mme. Bekolo A.
T0908,2025-04-04,16:30,Nettoyage Propre-Tech,1641270,services,M. Nguema J.
T0909,2025-01-13,14:15,Papeterie du Centre,1839650,fournitures,M. Abena N.
T0910,2025-07-09,11:45,Orange Cameroun,1840730,telecom,Mme. Fotso K.
T0911,2025-10-14,13:00,Promoteur Immobilier Littoral,1644820,immobilier,Mme. Bekolo A.
T0912,2025-02-10,14:30,Holdings Afrique Centrale,1915460,investissement,Mme. Fotso K.
T0913,2025-02-14,13:30,CDE,280630,energie,M. Nguema J.
T0914,2025-08-11,09:00,Cabinet Me Nkodo,1828700,services,Mme. Bekolo A.
T0915,2025-05-26,12:30,Total Energies CM,1277580,transport,Mme. Etoa L.
T0916,2025-01-13,14:45,Cabinet Me Nkodo,614700,services,Mme. Etoa L.
T0917,2025-09-23,15:15,Paie personnel — RH interne,1335290,salaires,M. Tchamba P.
T0918,2025-01-02,11:15,GLOBAL INVEST LTD,1926380,investissement,Mme. Fotso K.
T0919,2025-08-21,16:45,MTN Cameroun,2367510,telecom,M. Tchamba P.
T0920,2025-02-06,12:45,CDE,1657040,energie,Mme. Etoa L.
T0921,2025-11-10,15:00,Agence Voyages Cameroun Express,580310,transport,Mme. Fotso K.
T0922,2025-05-12,11:15,ETS Mendong Fournitures,2478560,fournitures,Mme. Bekolo A.
T0923,2025-09-18,16:45,Agence Voyages Cameroun Express,483750,transport,M. Abena N.
T0924,2025-08-06,11:15,CAMTEL,2135750,telecom,M. Abena N.
T0925,2025-04-09,17:30,ETS Mendong Fournitures,1463730,fournitures,Mme. Etoa L.
T0926,2025-12-18,10:00,Promoteur Immobilier Littoral,1897340,immobilier,M. Tchamba P.
T0927,2025-11-19,14:15,Cabinet Me Nkodo,1839370,services,Mme. Bekolo A.
T0928,2025-04-11,09:00,Promoteur Immobilier Littoral,2119070,immobilier,M. Abena N.
T0929,2025-06-04,12:00,Boulangerie Le Pain du Quartier,770000,fournitures,M. Nguema J.
T0930,2025-07-08,10:00,Holdings Afrique Centrale,689870,investissement,M. Tchamba P.
T0931,2025-09-04,08:45,Promoteur Immobilier Littoral,1768740,immobilier,M. Abena N.
T0932,2025-07-14,10:30,Agence Voyages Cameroun Express,1678610,transport,M. Abena N.
T0933,2025-02-07,15:45,GLOBAL INVEST LTD,1424630,investissement,Mme. Etoa L.
T0934,2025-11-05,10:30,Promoteur Immobilier Littoral,1326050,immobilier,M. Abena N.
T0935,2025-06-13,10:45,ETS Mendong Fournitures,1846380,fournitures,Mme. Etoa L.
T0936,2025-04-28,09:45,Papeterie du Centre,2152000,fournitures,Mme. Fotso K.
T0937,2025-12-31,14:15,Paie personnel — RH interne,1329160,salaires,M. Abena N.
T0938,2025-10-01,15:30,Total Energies CM,2090070,transport,Mme. Fotso K.
T0939,2025-09-08,10:00,Agence Foncière du Centre,2325310,immobilier,Mme. Fotso K.
T0940,2025-01-28,12:15,Paie personnel — RH interne,2100910,salaires,M. Nguema J.
T0941,2025-09-26,17:00,Promoteur Immobilier Littoral,722970,immobilier,Mme. Fotso K.
T0942,2025-07-14,12:15,Imprimerie Centrale Yaoundé,1346630,fournitures,M. Abena N.
T0943,2025-02-04,13:30,Total Energies CM,459370,transport,M. Abena N.
T0944,2025-05-15,16:15,Orange Cameroun,2098340,telecom,M. Abena N.
T0945,2025-09-01,12:30,Paie personnel — RH interne,95450,salaires,M. Tchamba P.
T0946,2025-10-08,09:30,Promoteur Immobilier Littoral,2449280,immobilier,Mme. Etoa L.
T0947,2025-09-19,11:30,SNH Cameroun,1455440,energie,Mme. Bekolo A.
T0948,2025-08-06,16:45,GLOBAL INVEST LTD,1981290,investissement,Mme. Bekolo A.
T0949,2025-09-03,11:15,Maintenance Bureautique SARL,2218770,services,M. Nguema J.
T0950,2025-01-27,16:15,CAMTEL,665040,telecom,M. Abena N.
T0951,2025-03-13,09:30,Paie personnel — RH interne,230000,salaires,Mme. Etoa L.
T0952,2025-04-09,08:45,Paie personnel — RH interne,1484410,salaires,Mme. Fotso K.
T0953,2025-11-17,09:00,Agence Voyages Cameroun Express,94690,transport,M. Nguema J.
